0  -2.94471
0.00314159  -2.96042
0.00628319  -2.97609
0.00942478  -2.99174
0.0125664  -3.00735
0.015708  -3.02293
0.0188496  -3.03847
0.0219911  -3.05399
0.0251327  -3.06947
0.0282743  -3.08492
0.0314159  -3.10033
0.0345575  -3.11571
0.0376991  -3.13106
0.0408407  -3.14637
0.0439823  -3.16165
0.0471239  -3.1769
0.0502655  -3.19211
0.0534071  -3.20729
0.0565487  -3.22244
0.0596903  -3.23755
0.0628319  -3.25262
0.0659734  -3.26766
0.069115  -3.28267
0.0722566  -3.29764
0.0753982  -3.31258
0.0785398  -3.32748
0.0816814  -3.34235
0.084823  -3.35718
0.0879646  -3.37197
0.0911062  -3.38673
0.0942478  -3.40146
0.0973894  -3.41615
0.100531  -3.4308
0.103673  -3.44542
0.106814  -3.46
0.109956  -3.47454
0.113097  -3.48905
0.116239  -3.50352
0.119381  -3.51795
0.122522  -3.53235
0.125664  -3.5467
0.128805  -3.56103
0.131947  -3.57531
0.135088  -3.58956
0.13823  -3.60377
0.141372  -3.61794
0.144513  -3.63207
0.147655  -3.64617
0.150796  -3.66023
0.153938  -3.67425
0.15708  -3.68823
0.160221  -3.70217
0.163363  -3.71608
0.166504  -3.72994
0.169646  -3.74377
0.172788  -3.75756
0.175929  -3.77131
0.179071  -3.78502
0.182212  -3.79869
0.185354  -3.81232
0.188496  -3.82591
0.191637  -3.83946
0.194779  -3.85297
0.19792  -3.86644
0.201062  -3.87987
0.204204  -3.89326
0.207345  -3.90662
0.210487  -3.91993
0.213628  -3.9332
0.21677  -3.94642
0.219911  -3.95961
0.223053  -3.97276
0.226195  -3.98587
0.229336  -3.99893
0.232478  -4.01195
0.235619  -4.02494
0.238761  -4.03788
0.241903  -4.05077
0.245044  -4.06363
0.248186  -4.07645
0.251327  -4.08922
0.254469  -4.10195
0.257611  -4.11464
0.260752  -4.12728
0.263894  -4.13989
0.267035  -4.15245
0.270177  -4.16496
0.273319  -4.17744
0.27646  -4.18987
0.279602  -4.20226
0.282743  -4.2146
0.285885  -4.22691
0.289027  -4.23917
0.292168  -4.25138
0.29531  -4.26355
0.298451  -4.27568
0.301593  -4.28776
0.304734  -4.2998
0.307876  -4.3118
0.311018  -4.32375
0.314159  -4.33565
0.317301  -4.34751
0.320442  -4.35933
0.323584  -4.3711
0.326726  -4.38283
0.329867  -4.39451
0.333009  -4.40615
0.33615  -4.41774
0.339292  -4.42929
0.342434  -4.44079
0.345575  -4.45225
0.348717  -4.46366
0.351858  -4.47502
0.355  -4.48634
0.358142  -4.49761
0.361283  -4.50884
0.364425  -4.52002
0.367566  -4.53115
0.370708  -4.54224
0.37385  -4.55328
0.376991  -4.56428
0.380133  -4.57523
0.383274  -4.58613
0.386416  -4.59698
0.389557  -4.60779
0.392699  -4.61855
0.395841  -4.62926
0.398982  -4.63992
0.402124  -4.65054
0.405265  -4.66111
0.408407  -4.67163
0.411549  -4.68211
0.41469  -4.69254
0.417832  -4.70291
0.420973  -4.71324
0.424115  -4.72353
0.427257  -4.73376
0.430398  -4.74395
0.43354  -4.75408
0.436681  -4.76417
0.439823  -4.77421
0.442965  -4.7842
0.446106  -4.79415
0.449248  -4.80404
0.452389  -4.81388
0.455531  -4.82368
0.458673  -4.83342
0.461814  -4.84312
0.464956  -4.85277
0.468097  -4.86236
0.471239  -4.87191
0.47438  -4.88141
0.477522  -4.89086
0.480664  -4.90026
0.483805  -4.9096
0.486947  -4.9189
0.490088  -4.92815
0.49323  -4.93735
0.496372  -4.94649
0.499513  -4.95559
0.502655  -4.96463
0.505796  -4.97363
0.508938  -4.98257
0.51208  -4.99147
0.515221  -5.00031
0.518363  -5.0091
0.521504  -5.01784
0.524646  -5.02653
0.527788  -5.03517
0.530929  -5.04376
0.534071  -5.05229
0.537212  -5.06077
0.540354  -5.06921
0.543496  -5.07759
0.546637  -5.08591
0.549779  -5.09419
0.55292  -5.10242
0.556062  -5.11059
0.559203  -5.11871
0.562345  -5.12678
0.565487  -5.13479
0.568628  -5.14275
0.57177  -5.15067
0.574911  -5.15852
0.578053  -5.16633
0.581195  -5.17408
0.584336  -5.18178
0.587478  -5.18943
